Year,County Name,Age Group,Victims
2015,Osceola,6 to 10 Years Old,0
2008,Tama,6 to 10 Years Old,27
2009,Winnebago,6 to 10 Years Old,9
2014,Adair,5 Years Old and Younger,2
2016,Jefferson,5 Years Old and Younger,16
2008,Buchanan,6 to 10 Years Old,18
2016,Des Moines,11 Years Old and Older,35
2012,Linn,11 Years Old and Older,147
2017,Chickasaw,6 to 10 Years Old,5
2015,Lee,11 Years Old and Older,48
2005,Madison,11 Years Old and Older,10
2012,Appanoose,5 Years Old and Younger,33
2012,Lyon,5 Years Old and Younger,8
2009,Lee,11 Years Old and Older,56
2015,Buena Vista,5 Years Old and Younger,14
2004,Bremer,5 Years Old and Younger,32
2016,Jefferson,11 Years Old and Older,7
2015,Jasper,11 Years Old and Older,24
2015,Cerro Gordo,5 Years Old and Younger,74
2007,Jones,6 to 10 Years Old,11
2017,Cass,6 to 10 Years Old,17
2016,Page,11 Years Old and Older,9
2007,Delaware,5 Years Old and Younger,23
2017,Lee,5 Years Old and Younger,109
2008,Hancock,5 Years Old and Younger,20
2016,Johnson,11 Years Old and Older,22
2014,Guthrie,11 Years Old and Older,3
2012,Tama,6 to 10 Years Old,32
2014,Emmet,11 Years Old and Older,4
2015,Union,5 Years Old and Younger,17
2007,Lee,5 Years Old and Younger,106
2015,Adair,6 to 10 Years Old,4
2013,Palo Alto,5 Years Old and Younger,18
2012,Washington,5 Years Old and Younger,24
2014,Louisa,6 to 10 Years Old,3
2008,Pocahontas,6 to 10 Years Old,7
2008,Jackson,11 Years Old and Older,25
2016,Davis,5 Years Old and Younger,5
2004,Van Buren,11 Years Old and Older,7
2017,Ida,5 Years Old and Younger,12
2006,Greene,11 Years Old and Older,16
2011,Wright,5 Years Old and Younger,58
2010,Franklin,11 Years Old and Older,7
2013,Van Buren,5 Years Old and Younger,7
2007,Linn,5 Years Old and Younger,568
2016,Polk,5 Years Old and Younger,655
2015,Delaware,11 Years Old and Older,11
2016,Crawford,6 to 10 Years Old,13
2014,Grundy,11 Years Old and Older,4
2005,Jefferson,11 Years Old and Older,44
2008,Monroe,6 to 10 Years Old,10
2007,Pocahontas,6 to 10 Years Old,7
2015,Winnebago,6 to 10 Years Old,3
2015,Woodbury,11 Years Old and Older,91
2015,Ida,5 Years Old and Younger,7
2010,Howard,11 Years Old and Older,1
2015,Wright,11 Years Old and Older,13
2017,Benton,5 Years Old and Younger,35
2016,Adams,11 Years Old and Older,0
2015,Pottawattamie,6 to 10 Years Old,70
2015,Webster,11 Years Old and Older,27
2004,Madison,6 to 10 Years Old,12
2014,Sac,11 Years Old and Older,10
2014,Crawford,11 Years Old and Older,13
2014,Chickasaw,11 Years Old and Older,5
2015,Appanoose,5 Years Old and Younger,22
2010,Webster,6 to 10 Years Old,36
2007,Henry,6 to 10 Years Old,35
2015,Clarke,6 to 10 Years Old,5
2016,Keokuk,11 Years Old and Older,4
2006,Butler,11 Years Old and Older,16
2016,Muscatine,11 Years Old and Older,54
2016,Floyd,11 Years Old and Older,17
2012,Mills,11 Years Old and Older,12
2011,Lee,11 Years Old and Older,51
2016,Lee,6 to 10 Years Old,44
2011,Appanoose,5 Years Old and Younger,44
2016,Taylor,6 to 10 Years Old,10
2007,Emmet,11 Years Old and Older,14
2016,Page,5 Years Old and Younger,28
2015,Linn,5 Years Old and Younger,291
2005,Woodbury,6 to 10 Years Old,158
2016,Bremer,11 Years Old and Older,5
2007,Poweshiek,11 Years Old and Older,15
2008,Jasper,6 to 10 Years Old,41
2015,Harrison,5 Years Old and Younger,25
2010,Hamilton,6 to 10 Years Old,14
2013,Carroll,11 Years Old and Older,12
2011,Mitchell,6 to 10 Years Old,7
2014,Mitchell,11 Years Old and Older,2
2013,Marshall,5 Years Old and Younger,117
2004,Webster,6 to 10 Years Old,53
2016,Story,5 Years Old and Younger,85
2016,Cherokee,11 Years Old and Older,7
2015,Buena Vista,6 to 10 Years Old,19
2016,Van Buren,5 Years Old and Younger,4
2010,Delaware,11 Years Old and Older,9
2010,Pottawattamie,6 to 10 Years Old,129
2014,Des Moines,11 Years Old and Older,30
2015,Dallas,11 Years Old and Older,26
2010,Muscatine,6 to 10 Years Old,62
2008,Worth,6 to 10 Years Old,8
2017,Jones,5 Years Old and Younger,30
2008,Shelby,11 Years Old and Older,6
2013,Wapello,6 to 10 Years Old,48
2010,Fayette,11 Years Old and Older,30
2014,Carroll,11 Years Old and Older,11
2016,Emmet,5 Years Old and Younger,19
2015,Wayne,11 Years Old and Older,2
2014,Cerro Gordo,11 Years Old and Older,20
2015,Linn,6 to 10 Years Old,115
2014,Boone,5 Years Old and Younger,31
2015,Butler,5 Years Old and Younger,10
2010,Winneshiek,5 Years Old and Younger,14
2010,Marshall,5 Years Old and Younger,123
2004,Worth,6 to 10 Years Old,10
2008,Mahaska,6 to 10 Years Old,11
2012,Marion,11 Years Old and Older,31
2011,Dallas,5 Years Old and Younger,57
2014,Sioux,6 to 10 Years Old,17
2008,Lucas,11 Years Old and Older,14
2014,Clinton,11 Years Old and Older,38
2016,Dickinson,11 Years Old and Older,8
2006,Guthrie,5 Years Old and Younger,11
2013,Dallas,5 Years Old and Younger,61
2012,Harrison,5 Years Old and Younger,11
2014,Floyd,11 Years Old and Older,5
